0 3058.15 180.704 1600.82 2254.84 3452.33
0 3063.15 195.331 1524.11 2269.79 3418.91
0 3068.15 296.837 1497.32 2255.85 3407.96
0 3073.15 389.486 1499.57 2224.05 3392.14
0 3078.15 418.204 1498.63 2226.28 3348.76
0 3083.15 430.808 1490.06 2236.84 3313.42
0 3088.15 439.379 1487.72 2237.21 3313.56
0 3093.15 441.446 1481.17 2233.65 3317.36
0 3098.15 440.922 1475.51 2237.85 3298.34
0 3103.15 442.219 1475.09 2250.07 3280.98
0 3108.15 442.093 1478.46 2261 3261.28
0 3113.15 439.534 1478.04 2279.3 3258.95
0 3118.15 434.837 1466.96 2296.21 3273.67
0 3123.15 429.164 1454.94 2300.77 3283.42
0 3128.15 422.768 1445.51 2295.37 3284.03
0 3133.15 416.7 1438.98 2292.74 3273.81
0 3138.15 409.767 1434.3 2288.97 3265.32
0 3143.15 409.729 1435.51 2291.6 3270.99
0 3148.15 419.696 1449.84 2297.31 3265.82
0 3153.15 433.283 1467.13 2303.84 3262.5
0 3158.15 450.32 1459.14 2304.36 3272.64
0 3163.15 467.698 1448.39 2302.18 3269.36
0 3168.15 482.172 1439.69 2299.19 3256.67
0 3173.15 488.729 1442.75 2288.13 3257.03
0 3178.15 489.856 1446.12 2281.11 3248.38
0 3183.15 481.708 1449.08 2290.58 3235.61
0 3188.15 473.422 1456.9 2298.75 3236.32
0 3193.15 463.411 1454.26 2287.15 3238.65
0 3198.15 453.951 1447.37 2289.87 3244.44
0 3203.15 448.287 1444.85 2296.4 3238.16
0 3208.15 447.901 1460.74 2306.83 3233.31
0 3213.15 448.085 1464.13 2308.89 3229.53
0 3218.15 447.916 1460.29 2312.36 3211.23
0 3223.15 446.608 1449.36 2321.47 3196.63
0 3228.15 440.702 1433.39 2319.57 3186.05
0 3233.15 439.468 1422.07 2310.44 3184.42
0 3238.15 437.721 1419.33 2297.01 3178.41
0 3243.15 441.585 1438.83 2282.85 3167.77
0 3248.15 444.612 1491.28 2286.17 3166.58
0 3253.15 439.344 1523.51 2300.83 3180.35
0 3258.15 441.133 1495.14 2294.91 3164.22
0 3263.15 442.017 1478.31 2296.25 3143.73
0 3268.15 453.317 1453.26 2291.59 3137.5
0 3273.15 456.065 1427.79 2308.37 3145.79
0 3278.15 461.693 1433.39 2328.49 3153.61
0 3283.15 462.916 1451.59 2335.06 3170.9
0 3288.15 470.834 1451.22 2309.29 3159.7
0 3293.15 473.213 1446.47 2292.04 3144.27
0 3298.15 477.388 1446.36 2288.09 3144.6
0 3303.15 472.727 1448.99 2299.13 3152.2
0 3308.15 466.332 1442.92 2305.06 3161.59
0 3313.15 461.847 1444.2 2314.11 3181.99
0 3318.15 455.772 1437.13 2322.11 3197.18
0 3323.15 439.242 1429.8 2341.07 3230.21
0 3328.15 419.338 1418.76 2338.95 3246.81
0 3333.15 389.488 1411.04 2337.48 3258.02
0 3338.15 344.605 1386.39 2326.36 3265.93
1 5954.05 150.914 1568.19 3363.89 4486.62
1 5959.05 235.281 1607.73 2441.42 3400.25
1 5964.05 376.434 1569.4 2265.23 3361.74
1 5969.05 439.585 1545.92 2188.21 3345.59
1 5974.05 445.638 1561.95 2194.69 3516.68
1 5979.05 466.893 1589.85 2229.31 3531.76
1 5984.05 492.225 1624.91 2254.68 3544.92
1 5989.05 501.329 1649.36 2254.56 3550.15
1 5994.05 500.318 1667.09 2265.49 3550.26
1 5999.05 496.924 1692.79 2282.84 3543.54
1 6004.05 496.026 1713.63 2321.97 3546.82
1 6009.05 491.566 1722.01 2357.34 3553.15
1 6014.05 486.708 1727.81 2378.78 3553.92
1 6019.05 482.291 1745.02 2387.19 3553.33
1 6024.05 479.457 1773.41 2400.35 3553.7
1 6029.05 475.252 1784.42 2394.3 3561.9
1 6034.05 467.547 1775.38 2385.72 3565.79
1 6039.05 463.113 1788.25 2404.9 3561.62
1 6044.05 462.516 1805.96 2425.83 3555.6
1 6049.05 461.695 1819.82 2437.38 3566.55
1 6054.05 459.318 1829.52 2437.35 3576.12
1 6059.05 455.584 1832.31 2432.25 3580.54
1 6064.05 453.23 1839.12 2437.49 3578.73
1 6069.05 451.356 1853.07 2436.74 3573.85
1 6074.05 448.203 1862.71 2437.47 3581.07
1 6079.05 443.533 1867.32 2442.17 3585.72
1 6084.05 440.866 1872.81 2437.67 3573.57
1 6089.05 437.605 1866.92 2425.23 3570.28
1 6094.05 435.566 1871.55 2425.01 3590.9
1 6099.05 437.087 1866.03 2428.55 3594.75
1 6104.05 435.929 1867.79 2438.06 3577.42
1 6109.05 439.137 1871.95 2437.17 3576.26
1 6114.05 437.468 1869.12 2430.66 3571.83
1 6119.05 441.505 1865.1 2426.06 3569.21
1 6124.05 441.443 1847.53 2420.87 3559.14
1 6129.05 448.332 1831.67 2404.1 3577.49
1 6134.05 453.481 1815.4 2382.73 3561.85
1 6139.05 462.063 1808.25 2369.85 3547.76
1 6144.05 468.822 1787.29 2351.21 3545.99
1 6149.05 477.354 1761.23 2344.15 3555.07
1 6154.05 482.666 1742.03 2341.78 3541.63
1 6159.05 493.394 1735.22 2345.88 3552.06
1 6164.05 491.072 1716.77 2336.07 3563.29
1 6169.05 513.546 1702.45 2333.69 3566.18
1 6174.05 512.487 1675.25 2342.01 3542.55
1 6179.05 521.91 1651.22 2331.95 3551.56
1 6184.05 525.607 1622.37 2331.67 3554.33
1 6189.05 531.099 1608.19 2332.86 3545.7
1 6194.05 532.3 1588.03 2345.56 3531.87
1 6199.05 531.261 1586.01 2347.09 3541.18
1 6204.05 537.921 1580.2 2348.95 3542.07
1 6209.05 529.057 1557.83 2345.72 3546.57
1 6214.05 524.541 1554.39 2347.13 3543.93
1 6219.05 500.786 1532.81 2339.55 3541.35
1 6224.05 486.175 1507.36 2330.38 3541.22
1 6229.05 441.774 1478 2319.65 3540.05
1 6234.05 428.816 1464.69 2323.97 3390.42
1 6239.05 376.299 1420.7 2334.39 3391.46
2 8982.25 503.33 1255.23 2247.89 3355.09
2 8987.25 590.202 1281.01 2219.58 3368.13
2 8992.25 587.842 1282.02 2189.43 3363.85
2 8997.25 587.406 1281.43 2195.89 3351.63
2 9002.25 593.053 1264.29 2199.46 3340.38
2 9007.25 602.395 1255.96 2188.92 3304.72
2 9012.25 592.54 1254.82 2177.87 3275.67
2 9017.25 584.281 1254.26 2188.13 3346.25
2 9022.25 587.534 1267.99 2201.32 3367.97
2 9027.25 593.134 1273.4 2206.39 3416.23
2 9032.25 591.394 1267.64 2194.37 3457.85
2 9037.25 583.903 1265.71 2168.37 3444.85
2 9042.25 576.155 1263.1 2146.95 3333.03
2 9047.25 573.595 1265.47 2131.15 3302.96
2 9052.25 568.79 1268.41 2109.27 3319.37
2 9057.25 566.436 1281.37 2150.97 3324.9
2 9062.25 560.37 1299.69 2168.68 3319.11
