0 2863.65 16.0798
0 2868.65 17.4931
0 2873.65 14.9191
0 2878.65 14.715
0 2883.65 12.0453
0 2888.65 12.492
0 2893.65 11.393
0 2898.65 21.2582
0 2903.65 21.0002
0 2908.65 15.3532
0 2913.65 15.8742
0 2918.65 14.4215
0 2923.65 15.2138
0 2928.65 21.2172
0 2933.65 284.932
1 2938.65 370.435
1 2943.65 280.294
1 2948.65 491.792
1 2953.65 635.399
1 2958.65 471.223
1 2963.65 311.718
1 2968.65 346.846
1 2973.65 372.448
1 2978.65 403.082
1 2983.65 551.414
1 2988.65 645.799
1 2993.65 658.671
1 2998.65 707.217
1 3003.65 655.907
1 3008.65 541.933
1 3013.65 568.258
1 3018.65 609.609
1 3023.65 513.778
1 3028.65 563.813
1 3033.65 581.938
1 3038.65 459.075
1 3043.65 422.521
1 3048.65 516.13
1 3053.65 1002.5
2 3058.65 2185.08
2 3063.65 3040.54
2 3068.65 3603.85
2 3073.65 4113.75
2 3078.65 4413.63
2 3083.65 5894.56
2 3088.65 6915.57
2 3093.65 6906.66
2 3098.65 6772.98
2 3103.65 7660.75
2 3108.65 8326.56
2 3113.65 7818.33
2 3118.65 7352.81
2 3123.65 7978.22
2 3128.65 8292.77
2 3133.65 6980.86
2 3138.65 7318.3
2 3143.65 7889.41
2 3148.65 7147.03
2 3153.65 6291.58
2 3158.65 5827.76
2 3163.65 5724.75
2 3168.65 5282.56
2 3173.65 5080.51
2 3178.65 5763.65
2 3183.65 6027.25
2 3188.65 5204.7
2 3193.65 5607.13
2 3198.65 5423.55
2 3203.65 5677.37
2 3208.65 5951.19
2 3213.65 5485.53
2 3218.65 5397.74
2 3223.65 4799.34
2 3228.65 4513.06
2 3233.65 4059.37
2 3238.65 4082.02
2 3243.65 4045.34
2 3248.65 4081
2 3253.65 3859.79
2 3258.65 3604.68
2 3263.65 3612.55
2 3268.65 3473.5
2 3273.65 3453.55
2 3278.65 3225.37
2 3283.65 3159.09
2 3288.65 3197.73
2 3293.65 2918
2 3298.65 3028.72
2 3303.65 3029.59
2 3308.65 2724.61
2 3313.65 2663.49
2 3318.65 2593.72
2 3323.65 2344.71
2 3328.65 2152.39
2 3333.65 1912.31
2 3338.65 971.058
3 3343.65 859.513
3 3348.65 906.582
3 3353.65 903.608
3 3358.65 763.343
3 3363.65 672.673
3 3368.65 589.625
3 3373.65 459.798
3 3378.65 417.256
3 3383.65 318.896
3 3388.65 254.522
3 3393.65 334.011
4 3398.65 476.607
4 3403.65 511.594
4 3408.65 410.083
4 3413.65 359.478
4 3418.65 363.761
4 3423.65 304.829
4 3428.65 405.105
4 3433.65 379.878
4 3438.65 389.741
4 3443.65 416.316
4 3448.65 331.466
4 3453.65 324.483
4 3458.65 227.795
4 3463.65 166.955
4 3468.65 156.871
4 3473.65 110.034
4 3478.65 95.771
4 3483.65 96.2137
4 3488.65 71.5043
4 3493.65 71.0867
4 3498.65 104.841
4 3503.65 107.444
4 3508.65 67.9628
5 5774.55 131.781
5 5779.55 148.495
5 5784.55 80.1835
5 5789.55 62.6407
5 5794.55 82.8786
5 5799.55 87.4025
5 5804.55 80.1505
5 5809.55 89.9997
5 5814.55 88.5577
5 5819.55 93.01
5 5824.55 100.019
5 5829.55 103.351
5 5834.55 99.3508
5 5839.55 87.9171
5 5844.55 97.4734
5 5849.55 112.082
5 5854.55 105.432
5 5859.55 109.089
5 5864.55 119.637
5 5869.55 124.543
5 5874.55 131.13
5 5879.55 117.494
5 5884.55 107.822
5 5889.55 115.955
5 5894.55 144.615
5 5899.55 154.09
5 5904.55 133.18
5 5909.55 150.25
5 5914.55 160.404
5 5919.55 170.833
5 5924.55 224.097
5 5929.55 259.137
5 5934.55 341.327
5 5939.55 334.971
5 5944.55 256.163
5 5949.55 234.025
6 5954.55 255.663
